Date,Close,High,Low,Open,Volume
1980-12-12,0.09859662503004074,0.0990252822185035,0.09859662503004074,0.09859662503004074,469033600
1980-12-15,0.0934528037905693,0.09388146109350903,0.0934528037905693,0.09388146109350903,175884800
1980-12-16,0.08659354597330093,0.08702219745467438,0.08659354597330093,0.08702219745467438,105728000
1980-12-17,0.08873680979013443,0.08916546697069413,0.08873680979013443,0.08873680979013443,86441600
1980-12-18,0.09130951762199402,0.09173816912243167,0.09130951762199402,0.09130951762199402,73449600
1980-12-19,0.09688200801610947,0.09731066520586809,0.09688200801610947,0.09688200801610947,48630400
1980-12-22,0.10159720480442047,0.10202662890589731,0.10159720480442049,0.10159720480442049,37363200
1980-12-23,0.10588451474905014,0.10631317192274381,0.10588451474905014,0.10588451474905014,46950400
1980-12-24,0.11145700514316559,0.11188566224562167,0.11145700514316559,0.11145700514316559,48003200
1980-12-26,0.12174543738365173,0.12217409435763771,0.12174543738365173,0.12174543738365173,55574400
1980-12-29,0.12346005439758301,0.12388871137353073,0.12346005439758301,0.12346005439758301,93161600
1980-12-30,0.12045957893133163,0.12088822481776745,0.12045957893133162,0.12088822481776745,68880000
1980-12-31,0.11703023314476013,0.11745889007528296,0.11703023314476013,0.11745889007528296,35750400
1981-01-02,0.11831627786159515,0.11917359234124465,0.11831627786159514,0.11831627786159514,21660800
1981-01-05,0.11574436724185944,0.11617301307140257,0.11574436724185944,0.11617301307140257,35728000
1981-01-06,0.11059975624084473,0.11102841359639755,0.11059975624084474,0.11102841359639755,45158400
1981-01-07,0.10588451474905014,0.10631317192274381,0.10588451474905014,0.10631317192274381,55686400
1981-01-08,0.10374128073453903,0.10416992658085483,0.10374128073453903,0.10416992658085483,39827200
1981-01-09,0.1093137115240097,0.10974236854978811,0.1093137115240097,0.1093137115240097,21504000
1981-01-12,0.10845638066530228,0.1093136830464891,0.10845638066530228,0.1093136830464891,23699200
1981-01-13,0.1045984998345375,0.10502715678348848,0.1045984998345375,0.10502715678348848,23049600
1981-01-14,0.1050272211432457,0.10545587835487405,0.1050272211432457,0.1050272211432457,14291200
1981-01-15,0.10717052221298218,0.10802782540085541,0.10717052221298218,0.10717052221298218,14067200
1981-01-16,0.10631319135427475,0.10674184860631679,0.10631319135427475,0.10674184860631679,13395200
1981-01-19,0.11274297535419464,0.11317163249600483,0.11274297535419464,0.11274297535419464,41574400
1981-01-20,0.1093137115240097,0.10974236854978811,0.1093137115240097,0.10974236854978811,30083200
1981-01-21,0.11145700514316559,0.11231430790104323,0.11145700514316559,0.11145700514316559,15904000
1981-01-22,0.11274297535419464,0.11360028963781503,0.11274297535419464,0.11274297535419464,35548800
1981-01-23,0.11231431365013123,0.11317162789892715,0.11231431365013123,0.11274297077452919,11222400
1981-01-26,0.11059975624084473,0.11102841359639755,0.11059975624084474,0.11102841359639755,24640000
1981-01-27,0.10974238067865372,0.11059968337792822,0.10974238067865372,0.11059968337792822,23699200
1981-01-28,0.10631319135427475,0.10674184860631679,0.10631319135427475,0.10674184860631679,28156800
1981-01-29,0.10245522856712341,0.1028838855245689,0.10245522856712341,0.1028838855245689,43904000
1981-01-30,0.09688200801610947,0.0977393223956267,0.09688200801610947,0.0977393223956267,46188800
1981-02-02,0.09130951762199402,0.09173816912243167,0.09130951762199402,0.09173816912243167,23766400
1981-02-03,0.09473875910043716,0.09516741063065036,0.09473875910043716,0.09473875910043716,19152000
1981-02-04,0.09816797077655792,0.09859661648081636,0.09816797077655792,0.09816797077655792,27865600
1981-02-05,0.09816797077655792,0.09902527363211062,0.09816797077655792,0.09816797077655792,7929600
1981-02-06,0.09859662503004074,0.0990252822185035,0.09859662503004074,0.09859662503004074,13865600
1981-02-09,0.0934528037905693,0.09431011267292881,0.0934528037905693,0.09431011267292881,16755200
1981-02-10,0.0934528037905693,0.09388146109350903,0.0934528037905693,0.0934528037905693,18345600
1981-02-11,0.09045218676328659,0.09088083815883011,0.09045218676328659,0.09088083815883011,13843200
1981-02-12,0.08959413319826126,0.09002355740107001,0.08959413319826126,0.09002355740107001,14560000
1981-02-13,0.08745084702968597,0.08830815564115335,0.08745084702968597,0.08830815564115335,11155200
1981-02-17,0.08959413319826126,0.09002355740107001,0.08959413319826126,0.08959413319826126,12275200
1981-02-18,0.0934528037905693,0.09431011267292881,0.0934528037905693,0.0934528037905693,19241600
1981-02-19,0.08787952363491058,0.08830818092513447,0.08787952363491058,0.08830818092513447,22310400
1981-02-20,0.08316430449485779,0.08359296166504374,0.08316430449485779,0.08359296166504374,24371200
1981-02-23,0.08445026725530624,0.0848789244391814,0.08445026725530624,0.08445026725530624,14112000
